,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,LastGame_home,LastGame_away,PastShot_home,PastShot_away,PastGoaldiff_home,PastGoaldiff_away
246,9,11,5,6,14,8,5,11,1,1,0,0,1507.6164357141333,1641.0776274217603,8,8,120,172,5,15
247,15,10,9,7,12,8,8,2,1,3,0,0,1437.6270891309382,1480.7605759281498,7,7,115,140,-11,3
248,17,5,9,0,7,13,11,2,1,1,0,0,1655.595281462106,1497.822510934683,10,11,171,98,15,2
249,16,3,9,2,6,12,8,3,2,2,0,0,1574.2268235318477,1452.1514277443623,13,14,106,117,5,5
250,12,18,5,12,9,12,6,11,1,3,0,0,1580.7570350190706,1591.2721647203705,14,14,116,165,10,2
251,12,17,8,12,18,14,4,13,0,2,0,0,1478.9540461417032,1493.0987816737877,14,13,105,122,-11,4
252,15,12,7,7,7,19,4,7,2,2,0,0,1657.4104677051505,1452.011393144139,3,14,161,112,17,-2
253,6,12,3,6,6,15,5,1,2,4,0,0,1430.4932740343459,1496.3934913623184,14,14,82,104,-12,3
254,6,6,2,2,6,10,2,3,1,3,0,0,1432.3613951308978,1441.1601780424633,14,7,73,121,-9,-10
255,19,8,9,5,11,10,12,4,0,1,0,0,1496.0073246916384,1400.1372526736184,4,15,98,120,-1,-7
256,18,10,5,4,10,13,6,4,1,2,0,0,1601.444822672984,1477.2274870166248,15,8,138,140,12,2
257,4,15,0,5,15,15,0,6,0,1,1,0,1483.7280168830348,1557.1732567835563,15,15,99,103,-4,8
258,12,9,4,6,11,7,11,13,2,1,0,0,1448.3436552597518,1455.647705768335,16,15,115,140,-13,-1
259,16,12,8,3,6,14,11,6,0,0,0,0,1565.6292936475866,1497.315907971734,7,6,111,105,4,1
260,17,13,13,7,14,11,12,8,3,2,0,0,1608.5909423776318,1503.1981614234098,7,7,172,106,1,4
261,11,17,6,9,9,14,3,6,1,1,0,0,1564.2031259491866,1398.8286693935227,6,6,106,114,9,-9
262,5,16,3,7,2,6,2,9,2,0,0,0,1423.6886039732544,1592.533112903254,7,6,79,146,-11,10
263,11,7,7,3,7,12,6,6,1,1,0,0,1563.4382573618093,1424.6949221322109,8,8,123,67,8,-9
264,10,19,6,11,14,9,1,10,2,3,0,0,1482.9218374701575,1476.6981477174045,8,7,96,94,-8,-4
265,9,8,5,6,14,19,6,4,2,3,1,1,1430.424504916371,1451.2152855187142,6,8,110,114,-15,-2
266,13,9,9,2,14,18,4,7,2,2,0,0,1489.1309903453334,1486.1391967863547,8,7,128,135,5,2
267,22,5,12,2,9,6,6,2,1,1,0,0,1588.2036506759557,1460.7489576286234,3,10,140,118,8,6
268,13,20,9,11,7,15,6,5,0,0,0,0,1448.8266510411502,1609.7005831996191,10,3,121,170,-10,2
269,8,16,4,8,19,14,3,4,4,0,0,0,1398.0415134406762,1557.003542346016,3,3,117,110,-7,4
270,8,9,3,5,11,14,2,4,1,0,0,0,1478.1770984355833,1564.990281902033,3,4,115,106,1,10
271,17,10,9,3,11,14,13,5,3,1,0,0,1505.9416592733046,1403.4626919995019,4,3,108,110,1,-16
272,15,7,7,5,7,11,6,5,1,2,0,0,1484.3536270332884,1554.3219596301963,3,3,137,118,2,6
273,9,11,6,9,10,10,3,10,2,2,0,0,1474.916052999175,1658.2065753305753,3,11,103,161,-8,18
274,11,12,6,9,16,14,7,6,2,1,0,0,1433.811219863824,1484.703932188387,3,3,68,97,-9,-5
275,12,15,7,6,7,6,4,8,0,1,0,0,1473.5668561117159,1428.0180662005528,9,4,132,76,-2,-9
276,20,8,8,4,9,11,8,1,2,5,1,1,1502.0885206014225,1490.9165600983997,4,3,109,137,0,6
277,8,13,3,8,17,9,4,1,3,2,0,0,1459.837784970545,1476.393718808804,4,3,107,133,0,2
278,10,16,8,9,14,8,9,9,1,1,0,0,1487.0167248836633,1471.0257277263063,7,7,106,112,-3,4
279,18,7,12,3,8,14,7,4,0,4,0,0,1581.0386533372825,1488.9555110340657,11,3,120,118,6,2
280,14,14,9,8,10,7,4,5,0,0,0,0,1482.1154802802146,1469.086941575904,10,3,90,106,-8,-4
281,17,10,13,5,7,12,4,9,0,1,0,0,1572.14165261131,1436.3996717719963,10,10,105,65,10,-4
282,9,9,2,3,18,13,3,3,3,3,0,0,1422.3876263891432,1459.6375553584262,10,10,106,105,-12,-10
283,14,9,9,6,14,15,10,3,2,3,1,0,1673.4850729713241,1589.114823334034,10,11,155,152,18,10
284,16,8,11,4,9,11,12,4,1,3,1,0,1425.1912035034647,1432.827753356125,10,11,79,116,-10,-8
285,7,9,3,5,8,11,6,2,0,1,0,0,1452.1997136584205,1484.0727362012146,7,10,100,118,-3,-2
286,11,10,5,9,12,9,9,5,1,3,0,0,1551.6055509316056,1484.0317901209285,11,8,115,135,3,3
287,18,6,6,3,7,8,4,3,0,2,0,0,1625.6994808846443,1487.070035731879,12,11,184,141,3,5
288,9,8,4,4,10,10,3,4,1,1,0,0,1508.9323444986076,1374.0064024494097,12,13,128,113,8,-10
289,15,6,11,2,14,9,6,1,2,1,0,0,1487.5069331522552,1500.8906953433209,7,5,118,121,-2,5
290,15,13,6,8,14,10,3,4,2,4,0,2,1486.80315886347,1655.3135840032514,7,7,115,141,-2,14
291,11,15,8,10,12,12,8,4,0,1,0,0,1466.4214659653096,1582.487231219093,7,7,109,130,-9,10
292,16,5,11,2,19,8,7,4,2,1,0,0,1439.7459324091087,1574.0288150469983,7,7,116,111,-7,11
293,10,17,4,8,18,13,5,4,4,1,0,0,1434.512509336308,1418.273024450481,7,7,69,88,-5,-9
294,8,15,4,9,14,8,8,7,2,2,0,0,1501.637390900005,1627.48481532178,6,6,131,179,4,2
295,11,14,4,11,10,12,8,4,2,1,0,0,1382.0480516046964,1464.3992629926486,5,7,115,100,-8,-7
296,14,6,7,4,10,13,4,6,1,3,0,1,1607.2863123021068,1533.9999501525292,8,7,143,113,10,2
297,18,6,10,5,16,12,7,7,3,6,0,1,1485.2847012947434,1435.8586314902866,7,8,124,94,0,-4
298,16,8,6,2,14,13,5,4,1,3,0,0,1500.4138183693485,1415.6037157822598,8,8,117,100,-2,-8
299,17,9,9,4,11,9,7,2,1,3,0,0,1595.039335662217,1490.7251647776177,14,13,134,129,11,1
300,11,9,6,3,13,9,4,7,1,1,0,1,1481.8489326377096,1510.591954913299,14,14,122,135,-2,7
301,16,19,9,4,20,14,7,5,2,1,0,0,1466.2838168230155,1413.3171198513428,14,14,100,98,-6,-9
302,3,19,1,10,8,10,3,6,2,2,0,0,1495.2994998602228,1615.4015839444194,14,13,121,140,2,11
303,9,7,1,2,13,14,1,4,0,2,0,1,1410.6624616134634,1448.1170570791824,13,14,100,111,-8,-3
304,6,16,4,10,7,17,4,6,0,2,0,0,1453.8693615221857,1618.5302513084857,14,14,110,175,-7,1
305,12,9,9,6,10,10,6,3,2,1,0,0,1380.1634977743295,1439.4684139354463,14,14,109,71,-10,-3
306,16,14,11,9,10,7,11,8,1,1,0,0,1506.5486958578665,1430.4181680074123,14,13,112,92,4,-2
307,14,14,10,8,17,11,1,4,0,3,0,0,1565.6576903769246,1505.355072538145,15,14,106,120,7,-2
308,14,8,9,8,11,15,8,4,1,2,0,0,1646.8172430064985,1525.8846785102166,15,14,140,112,9,-4
309,20,14,9,6,11,17,8,4,0,0,0,0,1625.0546575412748,1472.813993913852,7,7,181,114,6,-2
310,22,7,12,5,6,13,7,2,2,1,0,0,1623.7405157687092,1490.264628460587,7,7,152,124,12,-4
311,15,12,9,6,15,16,3,3,3,3,0,0,1406.7869427605062,1410.293819368528,7,7,108,104,-12,-6
312,14,12,4,7,16,10,4,2,3,1,0,0,1448.4856993241178,1371.1032323479187,7,7,114,112,-2,-11
313,17,8,6,2,14,11,8,4,4,2,0,0,1448.528679361857,1447.3449552893967,7,7,75,95,-1,-9
314,12,18,7,8,6,3,5,4,1,2,0,0,1422.9497260969017,1653.7296541013452,7,6,96,145,-4,9
315,14,8,9,6,9,12,10,1,1,4,0,0,1502.1762590904218,1514.017137768377,7,7,138,116,7,6
316,11,15,5,8,15,16,6,5,3,3,0,0,1497.1170563956252,1599.8308083738632,6,7,121,137,-5,12
317,15,10,8,6,9,15,11,7,0,2,0,0,1518.97226741537,1573.8957065194443,7,7,99,112,-6,9
318,13,15,5,11,9,8,8,3,0,1,0,0,1485.9336920659714,1486.960568035933,8,8,128,109,-2,2
319,17,18,7,9,9,10,12,11,2,3,0,0,1523.0191208491178,1501.501371637992,6,7,110,113,-7,3
320,18,11,14,6,10,14,9,1,3,1,0,0,1418.0758411058057,1494.0670786457208,7,6,114,118,-7,2
321,20,5,10,1,11,14,6,5,2,4,0,0,1447.7128189424036,1466.4183497542344,7,7,117,121,-2,-2
322,6,3,2,1,11,4,4,6,3,1,0,0,1450.1911733972772,1479.5360931597613,7,7,88,116,0,-8
323,8,13,4,3,11,23,6,6,2,3,0,0,1419.9175800178245,1399.0049210232285,7,7,99,112,-4,-6
324,18,26,11,17,18,14,3,9,1,2,0,0,1478.8271814561836,1371.876112729633,7,8,127,112,-5,-14
325,22,8,18,3,13,15,4,7,1,2,0,0,1514.692025220807,1445.6824612539765,8,8,126,93,8,-6
326,22,8,15,4,10,12,12,0,0,1,0,0,1634.4690510695348,1604.884488848502,10,10,165,139,16,13
327,18,14,6,5,9,10,4,6,0,1,0,0,1631.4503017008924,1569.8488530856962,11,10,164,115,6,9
328,20,5,14,1,10,8,6,2,1,0,0,0,1656.7618001804224,1461.7021305938508,11,4,147,120,9,0
329,9,14,6,6,12,9,4,5,0,1,0,0,1452.4290381027872,1525.5456451286593,7,7,117,118,-3,-8
330,12,16,4,10,12,14,5,3,1,3,0,0,1567.1701855340655,1489.9567138184289,3,6,122,128,9,-2
331,10,9,7,2,8,11,5,7,1,2,0,0,1488.9604263143012,1464.6022832166773,7,7,121,88,2,3
332,7,21,5,8,15,14,3,8,3,1,1,0,1385.672641081376,1637.9026438806816,7,4,110,177,-5,16
333,21,6,14,4,14,10,6,2,3,3,0,0,1665.7520810079463,1526.9983741015033,3,6,150,126,6,7
334,15,9,9,5,9,14,6,3,0,1,0,0,1360.7465803673877,1433.249859959677,6,7,128,91,-11,-4
335,8,20,6,8,9,11,3,5,1,0,0,0,1498.9748473584505,1634.1289692525231,7,3,106,159,1,4
336,15,5,11,4,8,13,8,1,0,0,0,0,1601.4508960373553,1423.1824934372253,5,8,140,125,13,-5
337,14,17,8,8,11,11,3,9,0,0,0,0,1465.1249833403613,1492.0633759209863,8,15,104,117,-9,-7
338,13,15,8,7,13,8,7,10,2,2,0,0,1433.3761123732802,1452.7118497663268,8,5,99,113,-6,0
339,13,8,5,3,6,7,5,4,0,1,0,0,1637.1033327940347,1502.8280936458914,7,7,175,126,7,6
340,9,16,7,9,10,14,7,6,2,3,0,0,1497.5150304952567,1480.1613348006083,7,6,124,101,-2,-5
341,11,13,5,4,7,7,3,3,1,1,0,0,1413.503062591079,1682.0452169598614,6,7,123,154,-7,8
342,12,15,4,9,9,10,5,11,3,1,1,0,1447.8991416784452,1611.1303268835015,5,6,119,140,1,15
343,13,7,7,3,8,9,7,0,3,2,0,0,1450.7346158850871,1496.0004838169389,7,7,90,112,1,0
344,16,10,9,7,6,7,9,7,1,1,0,0,1510.7052381495882,1376.758258977343,7,7,119,130,5,-8
345,16,10,7,2,14,10,9,6,2,3,0,0,1477.0270244607393,1458.323765722945,6,7,131,113,-9,-4
346,25,3,11,3,6,8,7,1,0,2,0,1,1639.542628682026,1438.1888204611619,8,6,177,97,16,-6
347,8,10,3,8,15,12,9,3,3,4,0,0,1417.2381813497216,1559.6118688572376,8,8,84,127,-7,9
348,12,9,8,5,13,10,13,7,0,2,0,0,1519.6509175085016,1384.0326562800317,9,9,116,101,-8,-7
349,8,7,6,4,20,12,4,3,2,1,0,0,1456.021977184723,1443.5480910882327,7,7,105,116,-6,-4
350,8,15,4,4,12,3,10,3,2,0,0,0,1455.2405951394908,1413.5686831898104,7,6,116,80,-1,-11
351,13,4,5,2,16,10,4,5,2,3,0,0,1563.2813670171488,1520.7348770424205,6,7,117,119,8,6
352,15,7,11,2,10,9,7,5,1,0,0,0,1492.091189471595,1528.9320427194068,7,5,115,113,2,-9
353,14,10,5,2,12,15,5,3,0,1,0,0,1374.7515310691265,1445.6082170553473,5,7,98,98,-8,2
354,12,11,10,4,12,8,5,3,2,0,0,0,1366.7286200845108,1480.1101950441935,7,7,127,138,-8,-9
355,8,16,3,9,10,17,2,4,3,2,0,0,1501.1268826466787,1651.2424467155147,7,6,110,188,2,18
356,15,16,7,8,19,12,6,2,1,0,0,0,1615.481377473714,1647.840236968331,8,8,151,175,18,9
357,15,11,7,5,11,12,8,7,1,1,0,0,1683.6904303412382,1521.654388111142,8,8,156,123,9,2
358,19,11,9,5,7,15,11,1,3,1,0,0,1426.489002427673,1411.8578492097022,8,9,90,127,-10,-8
359,13,18,5,9,11,2,5,4,0,0,0,0,1465.471005376393,1693.3814978618893,4,3,139,154,-11,8
360,16,20,9,12,11,9,5,7,1,2,0,0,1456.7774809373368,1368.5947597013678,7,7,112,100,-2,-8
361,18,8,9,3,15,14,6,3,1,2,0,1,1564.564016963675,1493.9629111631934,7,7,115,101,8,0
362,11,14,5,11,13,14,2,6,0,5,0,0,1697.3539668712713,1603.6413647568604,3,6,157,150,8,15
363,10,8,6,6,11,16,6,8,0,2,0,0,1401.5782952371198,1515.7129982189788,5,7,132,108,-10,-10
364,12,12,6,5,7,17,6,2,0,3,1,0,1436.7685564002554,1505.310233972023,5,7,105,118,-8,4
365,13,8,8,3,8,11,6,3,0,0,0,0,1451.764988423106,1461.498536367011,7,3,102,140,3,-12
366,11,9,4,3,5,7,4,7,0,1,0,0,1519.4522270958944,1511.9633205904909,7,6,114,124,5,0
367,21,8,12,5,6,6,1,4,1,2,0,0,1659.6802496851847,1468.5840631871633,7,8,173,105,11,-5
368,12,16,7,10,13,4,11,5,2,0,0,0,1381.3678097523114,1658.406418199,8,8,131,186,-4,21
369,9,20,4,9,11,6,5,6,1,0,0,0,1430.9860050857924,1412.0317973919643,9,9,117,92,-6,-11
370,24,3,11,1,9,11,6,0,1,0,0,0,1606.665145749344,1460.7846209009617,8,8,148,108,15,5
371,15,8,5,3,8,10,5,3,0,2,0,1,1513.1904001353619,1427.7432517067377,8,8,105,98,-10,-8
372,10,13,5,5,14,11,4,9,0,1,1,0,1464.8500766158072,1376.5958895994888,7,7,105,126,-7,-4
373,10,13,4,10,15,10,2,2,0,0,0,0,1514.3355386655408,1572.4304162630883,8,8,113,122,6,8
374,12,12,8,5,17,11,8,3,2,1,0,0,1370.9503350974085,1694.3301858787877,8,8,111,157,-7,7
375,20,8,9,4,14,4,9,2,0,1,0,0,1663.1783383518225,1527.703011190358,7,8,186,113,25,2
376,20,8,12,4,8,10,15,9,0,0,0,0,1503.7125364960273,1454.4219055412962,8,8,124,118,0,-3
377,8,14,7,9,8,7,6,7,1,1,0,0,1404.9642478671642,1663.4142362565408,6,7,107,177,-11,12
378,14,17,8,6,14,10,4,5,0,1,0,0,1486.09651186378,1404.1008933207368,8,8,96,137,-3,-12
379,19,9,10,3,8,21,8,2,0,4,0,0,1452.4789038891552,1438.0535546105925,8,6,135,113,-13,-3
380,11,14,5,7,15,14,4,6,2,2,0,0,1518.119616095013,1457.0816805453358,83,83,113,134,-7,-11
381,17,8,9,5,12,9,5,4,2,1,0,0,1459.4701413693592,1508.250411316385,83,83,99,129,-8,-1
382,11,20,3,13,16,10,4,7,2,1,0,0,1449.8840307209384,1397.3338965785297,83,83,114,107,-2,-12
383,26,7,12,3,13,15,12,4,1,2,0,0,1671.0445875451753,1365.7232230025336,83,83,171,113,12,-9
384,8,15,5,9,11,13,4,9,0,0,0,0,1584.5325909345638,1613.5960973614854,83,83,126,156,10,16
385,16,9,4,3,11,18,6,4,3,2,0,0,1433.450777954412,1502.2333639940653,83,83,114,113,-4,5
386,12,9,5,5,15,10,3,6,2,2,0,0,1453.8536692888204,1500.0,83,7,100,121,0,0
387,19,16,11,13,9,5,8,6,0,0,0,0,1500.0,1489.6394244805258,7,83,121,102,0,-3
388,26,6,17,4,13,7,13,2,1,1,0,0,1699.5572979736626,1500.0,84,7,155,121,11,0
389,17,6,11,3,14,16,6,5,3,3,0,0,1524.5119627217903,1666.3693868203902,84,84,108,184,0,25
390,4,20,3,9,14,10,1,14,2,2,0,0,1413.9589939108844,1671.9135602761376,3,3,120,179,-10,12
391,18,9,5,3,8,21,4,4,0,3,0,0,1473.5466827137357,1483.5910517749,3,3,139,19,-10,-2
392,9,9,5,4,11,20,4,5,0,5,0,0,1498.6541238063494,1418.7839915475945,3,4,6,114,-1,-6
393,8,18,2,9,8,12,1,12,2,1,0,0,1492.8752507008733,1700.9031741673132,4,3,9,168,-2,14
394,9,18,7,12,23,13,6,5,3,2,0,0,1364.8542502715713,1531.2157867378078,4,3,111,115,-10,0
395,18,6,13,3,10,9,11,5,0,1,0,0,1659.6655628043727,1460.978418587947,3,4,181,102,21,4
396,19,9,16,4,9,10,8,4,1,0,0,0,1640.5528196389232,1416.436120891957,7,3,153,116,17,-7
397,8,13,6,3,8,13,3,3,0,3,0,0,1501.001994461987,1459.1598842413043,3,3,15,98,0,-1
398,12,20,5,10,19,19,4,12,3,2,0,0,1345.2754879062086,1433.2589333885837,3,7,112,111,-13,-1
399,16,10,11,2,7,11,5,6,0,1,0,0,1522.7205514034072,1499.9041866670148,7,4,131,28,2,-1
400,8,18,5,5,12,14,0,10,2,1,0,0,1403.756515304766,1445.000001282337,4,7,118,109,-11,-6
401,16,16,7,13,11,8,3,5,2,2,0,0,1457.233547821621,1692.7499915085432,4,3,141,172,-12,12
402,8,17,4,11,11,13,3,7,1,0,0,0,1501.0284333596433,1557.575868657126,4,8,17,117,-1,3
403,4,12,1,4,11,10,4,7,0,0,0,0,1516.9001504008827,1682.116038882256,8,5,108,184,4,15
404,17,17,8,10,13,11,4,8,2,1,0,0,1506.0483727056258,1550.7945491031705,8,4,109,125,-1,3
405,21,7,12,4,15,11,10,4,3,2,0,0,1661.4840971510155,1501.6546139266131,5,9,185,113,20,-8
406,19,11,9,5,13,18,5,2,1,3,0,0,1441.0579711984717,1489.9586338035597,7,6,112,120,-7,-2
407,8,26,5,14,14,7,5,11,3,1,1,0,1428.3255913162964,1633.581288910262,7,5,117,187,-2,17
408,27,3,17,0,7,5,10,1,0,1,0,0,1695.5603959686568,1505.1947410881737,6,6,180,25,15,0
409,10,9,4,3,21,15,6,5,3,6,0,0,1704.2291153848294,1641.5994083068244,7,7,170,157,16,18
410,13,9,7,6,9,8,10,10,0,2,0,0,1466.4589924449413,1407.6985453886314,7,7,102,112,-3,-8
411,20,11,14,6,12,10,7,3,2,2,0,0,1566.8842880052366,1493.70288625835,6,7,133,23,5,0
412,24,5,17,4,11,15,8,2,0,2,0,0,1496.9762439499339,1350.208829978496,7,7,38,115,-2,-12
413,9,6,4,3,9,9,9,4,1,2,0,0,1529.5574221673667,1503.4557933144818,6,7,114,97,-1,0
414,26,12,14,7,11,24,12,5,1,5,0,0,1553.4095609285955,1445.7544239453348,7,8,129,143,3,-13
415,11,12,6,8,12,7,3,11,2,1,0,0,1415.3895322240558,1525.648494120488,8,8,111,129,-10,2
416,13,9,10,5,13,16,10,6,1,2,0,0,1435.1089057440474,1488.6907930734294,14,14,120,62,-8,-2
417,27,6,16,3,8,10,7,5,0,2,0,0,1645.802175208716,1503.941292079993,14,14,191,28,14,-3
418,10,19,6,9,13,12,3,12,3,2,0,0,1539.5327454025187,1639.1004183321704,13,14,132,149,5,15
419,21,14,11,6,17,17,7,5,2,0,0,0,1401.5052809420251,1416.1047050178422,13,14,102,109,-12,-6
420,4,18,2,10,13,11,4,14,3,3,0,0,1469.057212337131,1696.8138449768376,14,14,98,187,-2,17
421,7,6,4,5,18,15,7,8,2,2,0,0,1405.1003254964417,1358.4942808550004,14,14,109,108,-8,-10
422,11,17,7,13,16,13,3,9,3,2,0,1,1569.346001522829,1706.7281053594834,14,14,139,160,5,15
423,12,12,6,5,13,11,6,7,2,1,0,0,1443.5641328948357,1495.907699257984,13,14,144,115,-11,-4
424,11,12,7,5,10,20,7,1,1,2,0,0,1491.2411727407575,1532.7833814150815,15,14,34,115,-1,2
425,14,6,8,6,6,10,5,3,1,0,0,0,1500.229834066767,1555.5998519790946,14,14,100,141,-1,0
426,23,8,11,5,6,18,6,4,2,2,0,0,1632.9202166340572,1449.2326386585723,7,7,153,139,10,-8
427,7,17,5,12,17,12,7,5,2,0,0,0,1547.2293611039959,1385.8817646030957,6,7,112,118,3,-11
428,11,10,5,6,6,11,4,6,2,2,0,0,1431.7282213567717,1458.9701210938795,7,7,109,96,-4,-4
429,10,8,3,5,4,15,4,4,0,3,0,0,1500.998329099976,1408.5608184539353,7,7,34,108,-7,-6
430,16,14,11,9,15,13,10,8,0,2,0,0,1355.0337878975067,1476.7951930518432,7,6,101,45,-12,-2
431,8,19,5,15,13,17,4,4,3,3,0,0,1490.2391934942473,1648.745138188733,7,7,119,196,-4,18
432,25,9,15,4,7,9,11,3,0,2,0,0,1706.900936220089,1557.018087664301,8,8,187,128,18,2
433,18,7,11,4,15,18,6,2,1,2,0,0,1549.5533087905214,1440.033784185984,7,8,137,126,-1,-2
434,21,10,11,6,15,14,11,1,2,2,0,0,1719.0560192180114,1545.712947100632,8,8,156,129,14,9
435,12,3,4,1,14,11,3,3,1,1,0,0,1483.765914631493,1506.27637725534,8,7,71,99,-4,-2
436,12,10,6,4,9,17,8,4,2,1,0,0,1488.1511718166403,1427.5540496311053,7,7,59,115,-1,-3
437,15,10,7,5,14,11,6,5,2,3,1,0,1436.3135737777782,1550.77481827415,6,7,130,102,-4,5
438,18,14,12,4,14,11,4,6,4,0,0,0,1499.3440778039387,1634.960719302908,6,7,91,168,-3,14
439,22,7,14,3,10,3,13,2,1,4,0,0,1658.8508525356854,1343.6778091327096,7,7,194,110,17,-11
440,16,12,12,8,14,17,5,6,0,3,0,0,1382.3363074329416,1553.2735191987272,7,6,120,141,-13,2
441,2,13,1,7,9,8,2,7,1,1,0,0,1463.1442928195459,1721.8885458795003,7,6,97,164,-3,13
442,18,10,12,7,10,14,2,7,1,1,0,0,1554.061668935931,1504.525500506316,6,7,131,44,2,-5
443,15,14,9,8,11,11,4,7,1,2,0,1,1447.1921359897215,1709.857354948459,7,6,131,192,-12,20
444,10,15,8,11,18,11,7,8,1,3,0,0,1405.0336470475954,1490.6982140828943,8,7,107,83,-5,-3
445,20,12,12,8,18,14,11,5,1,1,0,0,1542.880420439143,1480.133479147295,8,9,121,109,6,-5
446,12,17,9,9,15,16,5,6,2,1,0,0,1442.4645222000852,1563.712962219352,7,7,116,133,-2,6
447,15,10,13,6,17,11,8,4,0,3,0,0,1494.874207222895,1473.2406992476604,7,7,54,71,-10,-2
448,11,13,6,5,14,8,4,2,0,2,0,0,1342.0342277865873,1462.1816045084802,7,7,108,135,-15,-8
449,17,4,9,3,11,15,14,1,2,3,0,1,1727.3465526592454,1415.6079761883311,7,6,162,109,13,0
450,11,12,5,8,8,12,8,6,1,2,0,0,1480.1238849421586,1374.4448620791954,6,7,98,124,-6,-11
451,24,7,18,7,9,10,8,1,1,1,0,0,1644.270898039857,1446.1973508986218,8,8,167,131,13,-5
452,12,12,8,3,14,17,5,8,1,1,0,0,1694.8678864297003,1660.4944338818077,8,8,193,191,16,19
453,24,8,17,6,5,15,11,4,1,3,0,0,1561.1649645524733,1457.6862860398007,8,8,141,86,4,-4
454,20,10,10,6,12,9,8,4,3,2,0,1,1473.5229904471064,1490.0338990669898,6,8,113,99,-6,-5
455,12,9,6,7,10,8,6,6,1,2,0,0,1540.8910411533063,1549.4909091393317,9,7,98,125,4,7
456,20,3,12,2,8,16,7,3,1,2,0,0,1648.4812677532618,1465.2559112213073,13,14,176,81,14,-3
457,7,21,5,13,19,13,6,9,2,1,0,0,1540.7651436010783,1703.1315726229595,12,13,98,189,3,15
458,13,12,5,6,6,15,6,5,1,3,0,1,1557.6972696653645,1466.2374281904877,13,14,155,109,2,-7
459,13,15,7,7,15,8,13,1,0,1,0,0,1719.66616359482,1444.3613364413666,14,14,161,118,12,-2
460,23,9,13,4,14,13,10,9,3,3,1,1,1388.3313188308664,1561.8161479780706,14,14,129,146,-8,6
461,11,12,4,11,16,13,5,6,3,3,0,0,1461.1539809269095,1473.4918078777027,13,13,84,126,-5,-7
462,13,15,7,6,20,17,1,7,2,1,0,0,1423.2883652527564,1652.2307476885485,14,13,98,187,0,14
463,12,9,6,5,18,14,3,2,3,3,0,0,1441.986981185217,1502.858995249248,14,15,122,69,-7,-9
464,13,5,7,4,15,11,6,6,2,1,0,1,1450.0454188851336,1549.6168066915598,15,13,135,125,-8,5
465,17,5,11,2,13,15,7,4,1,1,0,0,1490.0650816363934,1354.1704134099339,15,16,101,105,-3,-13
466,19,14,13,6,9,14,6,8,3,1,0,0,1460.2714712295192,1439.2876928399114,7,7,84,91,-5,3
467,12,13,9,8,12,11,7,4,2,0,0,0,1484.6989701901978,1453.1938295149744,6,6,78,140,-10,-6
468,26,5,15,2,8,10,8,0,0,1,0,0,1688.8669949195212,1460.1470062442672,7,6,189,126,12,-8
469,7,8,3,2,16,23,6,6,2,1,0,0,1347.550490645781,1380.4396768447652,5,7,90,143,-15,-11
470,22,8,12,2,8,18,7,1,0,3,0,0,1569.7077899641718,1471.76896846029,7,7,144,82,6,-6
471,8,12,4,8,10,16,8,3,1,2,0,0,1468.8349453453952,1555.0297213045167,7,7,121,98,-7,6
472,12,17,8,12,14,15,4,4,3,1,0,0,1439.197070184416,1555.099752510457,8,8,125,155,-3,2
473,11,7,6,5,20,11,5,1,2,3,1,1,1636.2314201013935,1724.8304298517708,8,8,186,163,11,13
474,20,11,7,5,11,12,14,2,0,2,0,0,1546.468396061719,1496.6850044005462,7,6,119,103,7,-3
475,15,15,9,10,17,15,6,8,3,2,1,0,1462.8768203443224,1653.46570774505,8,8,130,181,-5,19
476,18,7,12,5,10,10,6,2,1,1,0,0,1645.8303402403162,1557.2242223439741,6,7,182,158,19,7
477,15,27,6,17,9,7,8,10,1,1,1,0,1452.663315340838,1693.3187910653296,6,7,121,201,-2,16
478,11,8,5,6,12,13,8,1,1,4,0,1,1474.135525838005,1348.798031363926,7,7,90,85,-12,-14
479,9,13,4,8,15,16,3,4,1,3,1,1,1541.633507354035,1552.3331113782974,6,7,154,102,-1,6
480,10,6,6,3,10,13,2,2,1,0,0,2,1497.9250503950486,1648.9577567914755,6,6,102,177,-4,11
481,20,2,11,1,10,21,7,2,0,2,0,0,1712.1040931616888,1455.6952100984588,6,7,158,123,10,-11
482,21,8,11,3,11,10,7,4,0,1,0,0,1379.1921361266204,1463.7572738671672,7,7,142,134,-10,-5
483,10,11,5,7,13,15,4,3,0,3,0,0,1484.2525360804875,1471.5315552716145,7,7,87,129,-2,-7
484,17,15,7,9,12,16,7,3,3,3,1,1,1429.5132181145207,1470.512187849056,7,6,97,137,3,-3
485,7,14,4,6,9,8,4,8,3,1,1,0,1470.04594595491,1545.2283500672165,8,7,103,130,-4,8
486,14,13,7,10,11,12,6,14,2,4,0,1,1470.3057706077432,1552.2639384110125,4,4,138,100,-4,5
487,19,13,13,9,17,16,8,1,1,4,0,0,1541.2369151328041,1448.6315307159302,3,7,102,128,6,-5
488,10,9,6,3,12,18,8,5,3,3,0,0,1452.254818453704,1396.8862194141652,7,7,115,147,-13,-5
489,13,6,8,4,10,11,8,3,1,3,0,0,1544.2177410817822,1480.5586684056616,6,7,124,92,7,-8
490,10,14,8,6,10,19,4,4,1,2,0,0,1545.8925375477681,1429.7196353558336,7,7,148,94,3,2
